Size,Influence,NodeRuntime,InfRuntime
20,612,3.4195678459999996,0.568575665
20,610,3.7402491860000007,0.5808739730000001
20,612,3.9958050370000002,0.6280335689999994
20,612,3.9248686410000015,0.608514564
20,613,3.9379754679999976,0.6014514700000007
20,611,3.929529616,0.6468388010000012
20,613,4.033078534999998,0.6296700569999985
20,612,3.882949778000004,0.6136087429999968
20,612,3.8321283060000013,0.6708611160000046
20,613,3.9049220019999993,0.6750490450000015
20,613,3.964760341999998,0.6735572300000001
20,614,3.8621463229999975,0.631903549999997
20,611,3.8342348930000014,0.636388629999999
20,613,3.855932388999996,0.5901975660000005
20,613,4.048791297000001,0.6709285609999966
20,613,3.9334481340000025,0.5963375620000022
20,611,3.973125874999994,0.6126165589999886
20,612,4.024514299000003,0.5956384479999883
20,612,4.07466083300001,0.7386408970000105
20,613,4.117209334000009,0.5912083330000115
20,611,3.720757824000003,0.5588231860000121
20,611,3.741279500999994,0.6318569510000032
20,613,4.462625091999996,0.600176592000011
20,611,3.6972119309999982,0.6297666579999941
20,611,3.4465257609999895,0.5823803039999973
20,611,3.419937056000009,0.579365365000001
20,612,3.405880234999998,0.5719732539999995
20,613,3.426989926999994,0.5793863040000105
20,613,3.422733468000004,0.5792447489999972
20,613,3.419829558999993,0.571839744999977
20,613,3.40301752000002,0.5801981150000017
20,612,3.4087077130000125,0.5703969319999942
20,613,3.4095136950000153,0.5800367789999825
20,612,4.500376441000014,0.6289813890000175
20,611,3.9450613680000117,0.6644928329999971
20,612,3.9271734450000224,0.6605119619999869
20,612,3.7369437730000072,0.6793688959999997
20,612,3.4648690639999984,0.6731755870000029
20,611,3.6765695189999974,0.5917870709999988
20,612,3.675461323999997,0.5853231979999975
20,613,3.424699196000006,0.5735030160000179
20,613,3.4319653510000023,0.5648335180000004
20,615,3.631256912999987,0.5690475900000251
20,613,3.7096880169999906,0.7130663349999793
20,614,4.68283427199998,0.6275730700000111
20,612,5.653022483000001,0.6545503010000004
20,614,3.7952839459999836,0.755368212999997
20,612,3.506774521000011,0.599077584000014
20,613,4.204621999000011,0.6242078079999942
20,614,3.7254989110000167,0.5954068089999964
