Size,Influence,NodeRuntime,InfRuntime
20,87,1.20123711,0.5877097339999999
20,69,1.12887328,0.5812900390000002
20,86,1.148501542,0.5700433019999998
20,97,1.1885226730000005,0.5677859879999998
20,81,1.1517514199999992,0.5674030839999995
20,117,1.2794923100000002,0.5682657639999995
20,74,1.119636409,0.568232106
20,69,1.134070295999999,0.565706951000001
20,77,1.0950764299999989,0.5660544950000013
20,112,1.2479947459999998,0.566663106
20,74,1.1181027819999976,0.5663212309999999
20,111,1.3399660430000004,0.5675151059999983
20,55,1.0962044910000017,0.6079567919999995
20,45,1.0597233830000015,0.5914692300000013
20,101,1.3332998190000005,0.5859031739999985
20,78,1.1988995740000021,0.5739966709999997
20,93,1.2162319420000003,0.6048487260000002
20,87,1.153052786,0.5490166589999994
20,66,1.1279891169999985,0.546183659000004
20,57,1.0714284459999988,0.5832334620000026
20,64,1.1215143780000005,0.5834311439999951
20,96,1.2068013590000035,0.6043914549999982
20,66,1.1715897840000054,0.6077517960000023
20,68,1.1362176169999998,0.5990746930000057
20,77,1.1567628340000056,0.5584745749999982
20,60,1.0852614950000046,0.6251932859999982
20,65,1.0864411299999972,0.5702740250000033
