Size,Influence,NodeRuntime,InfRuntime
0,0,0.06879528199999996,1.1088973279999998
1,6,0.08790107000000091,1.043856296
2,3,0.07407796700000091,1.050337555
3,10,0.08669640300000125,1.0218473539999997
4,19,0.11723168800000039,1.0152436470000001
5,23,0.1241395890000021,1.0403398890000002
6,23,0.11626039999999804,1.018616593
7,17,0.09744974099999837,1.0159196570000004
8,47,0.2465864869999983,1.4430838020000003
9,24,0.11334914700000098,1.1931534819999996
10,36,0.15389954300000142,1.0789035709999997
11,29,0.12109176199999894,1.0472087079999994
12,60,0.2253087580000006,1.166069436999999
13,63,0.2348678520000007,1.1752627550000003
14,47,0.15785092199999795,1.0373645809999985
15,45,0.15103603599999715,1.0260608319999989
16,55,0.21007161800000063,1.0488044320000007
17,85,0.28933762599999824,1.0646839920000026
18,75,0.23943783999999724,1.0737819690000023
19,74,0.2573342260000011,1.0744857559999978
20,83,0.2910784460000002,1.0703958960000008
