Size,Influence,NodeRuntime,InfRuntime
0,0,0.9390621609999243,0.02841254700000001
1,9,0.962994813000023,32.138716894
2,18,0.9821298719999731,29.823080176000005
3,26,0.9856182789999366,34.706841448
4,33,1.0006415240000024,33.108705683
5,41,1.0135815610000236,29.24930931999998
6,49,1.062567311999942,30.753050529999996
7,57,1.0831969179999987,33.552128236000016
8,64,1.1140643010000986,30.096138029000002
9,71,1.181855536999933,29.140614934999974
10,78,1.1403578669999206,28.679792355000018
11,86,1.1462900850000324,31.590738518000023
12,92,1.1669913990000396,33.49055381699998
13,99,1.169468226000049,33.86469055800001
14,105,1.1800821479999968,34.112255404999985
15,111,1.1846509679999144,33.374362625
16,120,1.2238467459999356,31.644036545999995
17,127,1.2523645489999353,31.850737915999957
18,134,1.2975035140000273,32.07445054900006
19,140,1.3102603510000108,30.832616669999993
20,147,1.3051838669999825,28.864452361999952
