Size,Influence,NodeRuntime,InfRuntime
0,0,0.917293892,0.557446533
1,2,0.9234976079999999,0.5302144350000001
2,4,0.928260968,0.5223607699999999
3,17,0.9574988579999992,0.5382409079999999
4,10,0.9348915980000001,0.563269933
5,16,0.9576491350000005,0.5538860030000001
6,23,0.9705344339999975,0.5281732039999998
7,18,0.9442220030000001,0.5193872009999998
8,22,0.9637772749999982,0.5319773660000005
9,25,0.9648366129999992,0.5220035149999998
10,39,1.000549693,0.519388126
11,35,0.9800462369999998,0.5254984939999998
12,39,0.9982305069999988,0.5196381580000002
13,46,1.002590515999998,0.5300750110000001
14,38,0.9857603500000032,0.5238746710000006
15,49,1.0321887939999996,0.5213531389999986
16,65,1.076818387000003,0.523481383
17,50,1.0317265550000023,0.5441343849999996
18,51,1.0055540749999992,0.5531002049999998
19,84,1.1201717789999996,0.5503295090000009
20,70,1.0960860560000008,0.547963536000001
