Random,,Degree,,PageRank,,Greedy++,,Greedy,
X,Y,X,Y,X,Y,X,Y,X,Y
0.013777878259945808,0.4396685861715923,0.013777878259945808,0.4396685861715923,0.048621547218491656,0.43847166624553324,0.04875453832138721,0.09495564746717378,0.013777878259945808,0.4396685861715923
1.0239782958520083,1.0919899458726263,0.9876717247616149,4.871863072360469,0.9173194313300446,6.591837006104299,0.9859428404239772,9.337571316478915,0.9162555025068828,9.339965156331033
1.964491375526979,1.74670514542575,2.0295240248427397,13.767371962815702,2.0296570159456344,13.423855944037314,2.0280611227108913,17.546048169377485,1.9932174537523437,17.547245089303544
3.0051467556820466,13.733858204886104,3.002087960315457,21.634726636788002,3.0717752982325504,21.632332796935884,3.0350697538334703,26.44275397975875,3.0353357360392614,25.755721942202058
4.0148152088625295,15.76024363970049,4.010293511364091,27.439788278164173,4.010160520261197,27.783304296942532,3.9734549758621167,32.59372547976537,4.008298644820664,32.59252855983931
5.0235527243227445,20.19124120596331,4.9841873578657605,31.87198276435305,5.019164017927203,31.52726982564866,5.015839240354822,40.11517029510725,4.980995571396276,40.11636721503331
5.999042464059155,20.501243466812042,6.062479220140174,36.64410250954211,5.992126926708604,38.36407644328591,6.022847871477399,49.01187610548851,5.953426515766097,48.32723790778394
7.043022621786603,23.90049605681378,6.96721769313633,39.704626760469694,7.034910164509995,44.85497320229274,6.995943771361697,55.505166704347474,6.995943771361697,55.505166704347474
7.983535701461575,24.555211256366903,8.011064859760884,43.44739536924976,8.009069993217455,48.600135650924926,7.96864069793731,63.02900535954143,8.003484366895856,63.02780843961537
8.993603127950742,25.551048634846296,9.019802375221099,47.87839293551261,9.05172023991595,55.4345484287101,9.046267604697245,69.51870519862219,9.011024962430014,70.55045017488328
10.003670554439907,26.54688601332569,9.993696221722768,52.310587421701456,9.99090340856197,59.52442381604668,10.018831540169966,77.38605987259449,9.948745228944187,78.41900176878164
11.013471998723286,28.229755429361745,11.037676379450215,55.70984001170319,11.03421861077494,64.64125649994013,11.026638117909911,84.22166957030572,10.991794448951364,84.22286649023178
12.023406434109557,29.56910882661947,12.010639288231616,62.54664662934046,12.0083784394824,68.3864189485723,11.999202053382628,92.08902424427804,11.96422539332119,92.43373718298243
12.99889617384597,29.87911108746823,13.019775777000518,65.94709613926827,13.016583990531032,74.19148058994851,13.007407604431261,97.89408588565423,13.00660965781389,99.95518199832429
14.00670275158592,36.71472078517945,14.028513292460737,70.37809370553107,15.033926030348571,83.39699174125248,13.980104531006877,105.4179245408482,13.944595906533852,107.13670155466595
15.051214873724948,38.73990930006781,14.967696461106751,74.46796909286766,13.990477837032703,78.62367507613739,15.022754777705373,112.25233731863335,14.952535475376695,113.62879523359885
15.957017275544267,39.05230540076866,15.976300985464075,79.24248267790882,15.972444243480112,89.20444722248078,15.96087401752823,119.09034085619669,15.925631375260995,120.12208583245777
17.036772039950527,40.04574893939591,17.053528918915326,86.7627305733246,16.98171372335191,92.26138071363022,16.968946577473968,125.23891851635122,16.93383692630963,125.92714747383397
17.9772851196255,40.70046413894906,17.99204713204687,92.5701860545529,17.954676632133314,99.0981873312675,17.97675315521392,132.07452821406244,17.976487173008127,132.76156025161913
19.02153125955874,43.412684691394105,19.03589429867142,96.31295466333299,18.997725852140494,104.90205205271762,19.019403401912413,138.9089409918476,18.98416075964518,139.9406859681087
20.06338355963986,52.30819358184934,19.97521045842033,100.05931403189122,20.00539943877755,112.0811777692072,19.992366310693818,145.74574760948488,19.95752264173527,145.74694452941094
